MID	state	page	role	content	ps	book
1442	50	374	知州	大人在此, 那有小人坐位.	NULL	張深切再世姻緣
1443	50	374	義和	請坐! 請坐!	NULL	張深切再世姻緣
1444	50	374	知州	漳州知府王俊拜見巡撫大人!	NULL	張深切再世姻緣
1445	50	374	義和	官吏出巡, 那會能顧慮年節.	NULL	張深切再世姻緣
1446	50	375	義和	伊返來外久啊?	NULL	張深切再世姻緣
1447	50	375	知州	bue7 歹, 干 [cc] 無後嗣而已, 老來生了丹鴗d金, 不幸自細漢就是五?[ff] [ff], 實在美中不足!	NULL	張深切再世姻緣
1448	50	375	知州	伊告知返鄉, 已經有十年啦.	NULL	張深切再世姻緣
1449	50	375	知州	那按呢真蓋 [bb] 好.	NULL	張深切再世姻緣
1450	50	375	義和	啊! 伊就是我當年考著時候的主考恩師.	NULL	張深切再世姻緣
1451	50	375	知州	是, 是, 大人有和伊相識是不?	NULL	張深切再世姻緣
1452	50	375	義和	老先生的處境好麼?	NULL	張深切再世姻緣
1453	51	376	夫人	你不通著急, 神明予w會保庇咱查某子的病會好, 的確有中曋|笑.	NULL	張深切再世姻緣
1454	51	376	侍郎	唉, 按呢有什麼用呢? 自查某囝仔出孕H後, 妳就逐日求神托佛, 已經十幾年啦, 刈I仔也 bue7 好,	NULL	張深切再世姻緣
1455	51	376	侍郎	"""人無像人, 鬼無像鬼, 歸日目頭結做允? 不知要按怎都好?"	NULL	張深切再世姻緣
1456	51	376	夫人	你不好亂司講, 這恐驚仔是胎內帶來的病.	NULL	張深切再世姻緣
1457	51	376	侍郎	那講是病? 實在太奇怪! 唉! 我丰人無座歹大誌, 到老干 [cc] 有這個查某囝仔, 就 [bb] 這款不幸!	NULL	張深切再世姻緣
1458	51	377	夫人	李義和這個名親像真熟!	NULL	張深切再世姻緣
1459	51	377	夫人	啊! 就是彼個李義和.	NULL	張深切再世姻緣
1460	51	377	侍郎	是, 就是彼個......啊, 我想出來啦, 咱的明珠也是丙辰彼年生的, 算起來已經有十八年啦.	NULL	張深切再世姻緣
1461	51	377	侍郎	是! 伊就是丙辰科二甲進士, 彼年去做廣東從化縣令, 都是我甲伊舉荐, 現在已經做巡撫.	NULL	張深切再世姻緣
1462	51	377	侍郎	好! 好! 歡迎! 歡迎!	NULL	張深切再世姻緣
1463	51	377	皁隸	啟稟老侍郎, 巡撫大人下鄉查訪, 今暗路過府上借帶公P, 特派小人前來投刺拜謁.	NULL	張深切再世姻緣
1464	51	377	侍郎	看要等到倒中?	NULL	張深切再世姻緣
1465	51	377	侍郎	李義和!	NULL	張深切再世姻緣
1466	51	378	夫人	唉! 日子過著真快.	NULL	張深切再世姻緣
1467	51	378	女僕	老爺, 老太太, 老爺, 老太太	NULL	張深切再世姻緣
1468	51	378	侍郎, 夫人	什麼大誌? 什麼大誌?	NULL	張深切再世姻緣
1469	51	378	明珠	阿母! 阿爸!	NULL	張深切再世姻緣
1470	51	378	侍郎, 夫人	乖查某子, 十外年的今仔日者聽見妳頭丹艇s我.	NULL	張深切再世姻緣
1471	51	378	明珠	阿母, 我要洗身軀換衫.	NULL	張深切再世姻緣
1472	51	378	侍郎	趕緊, 趕緊, 去甲明珠洗浴, 換新衫, 拜神明.	NULL	張深切再世姻緣
1473	51	378	女僕	我來去掏水.	NULL	張深切再世姻緣
1474	51	378	侍郎	康壽你去掃書房.	NULL	張深切再世姻緣
1475	51	378	夫人	我子, 妳的手無自由, 我來替妳結.	NULL	張深切再世姻緣
1476	51	380	女僕	啊, 真親像仙女下凡, 太水啦!	NULL	張深切再世姻緣
1477	52	380	皁吏	巡撫大人到位.	NULL	張深切再世姻緣
1478	52	381	義和	晚生李義和叩見恩師.	NULL	張深切再世姻緣
1479	52	381	侍郎	免按呢, 免按呢, 你今仔已經是巡撫大人啦!	NULL	張深切再世姻緣
1480	52	381	義和	不敢當, 中擗妙v是終身為父, 應當愛拜. 恩師在上受晚生井?	NULL	張深切再世姻緣
1481	52	381	侍郎	請坐, 請坐. 京中離別以來, 已經有十八年仔, 今仔日會能在寒舍做夥, 真正是有緣份.	NULL	張深切再世姻緣
1482	52	381	義和	拜別恩師者多年, 晚生時常掛念, 今仔日會能聽著教示, 實在三生有幸.	NULL	張深切再世姻緣
1483	52	381	侍郎	時常聽人講, 你做官清廉正直, 老夫真正歡喜, 也真正佩服.	NULL	張深切再世姻緣
1484	52	381	義和	多蒙恩師奧老, 晚生自己感覺做官以後攏無成就, 真正見笑.	NULL	張深切再世姻緣
1485	52	381	侍郎	唉, 今仔日做官的人, 會能清著四正, 已經真正難得啦! 請你坐中U, 我去後面安排房間中U就來.	NULL	張深切再世姻緣
1486	52	381	義和	按呢乎恩師無閒, 晚生實在當 bue7 起.	NULL	張深切再世姻緣
1487	52	382	侍郎	噢! 李巡撫的夫人已經過往啦是不?	NULL	張深切再世姻緣
1488	52	382	李忠	啊! 因為夫人在生時候, 甲阮大人恩情親像海 [aa] 深, 所以自夫人過身以後, 阮阿人逐暗予w向夫人燒三支香, 安慰夫人在天之靈!	NULL	張深切再世姻緣
1489	52	382	李忠	是! 已經過身十八年仔.	NULL	張深切再世姻緣
1490	52	382	李忠	啊, 這是阮夫人的遺像.	NULL	張深切再世姻緣
1491	52	382	李忠	多謝老爺, 阮帶來的物, 有夠用啦.	NULL	張深切再世姻緣
1492	52	382	侍郎	無啥貨, 我者仔時常有人來, 請坐! 請坐.	NULL	張深切再世姻緣
1493	52	382	侍郎	啊, 你安排好啊是不?	NULL	張深切再世姻緣
1494	52	382	李忠	小人叩見老太爺.	NULL	張深切再世姻緣
1495	52	382	侍郎	那按呢你提倒返去. 這是......	NULL	張深切再世姻緣
1496	52	382	侍郎	是按怎在設香案.	NULL	張深切再世姻緣
1497	52	383	李忠	唉! 阮大人的好朋友, 講真多次親事, 不過, 阮大人總是不肯接受.	NULL	張深切再世姻緣
1498	52	383	義和	晚生來到府上應該拜見下禮.	NULL	張深切再世姻緣
1499	52	383	侍郎	敢著按呢?	NULL	張深切再世姻緣
1500	52	383	義和	晚生拗未拜見老夫人, 實在無禮.	NULL	張深切再世姻緣
1501	52	383	侍郎	唉! 對情如此盡忠, 對事的確也盡忠, 乎人真正感服.	NULL	張深切再世姻緣
1502	52	383	李忠	"""你不還魂誓不婚"" 血書七字, 所以到今仔拗未擱娶."	NULL	張深切再世姻緣
1503	52	383	侍郎	是按怎那會不肯接受?	NULL	張深切再世姻緣
1504	52	383	侍郎	者久仔太會拗未過娶后壽?	NULL	張深切再世姻緣
1505	52	383	李忠	是十八年間無中曀L拜.	NULL	張深切再世姻緣
1506	52	383	侍郎	逐日按呢是不?	NULL	張深切再世姻緣
1507	52	383	李忠	因為夫人目 [ii] 要閉 (客) 的時候, 阮大人非常悲傷, 咬破指頭仔, 在阮夫人的手中心寫	NULL	張深切再世姻緣
1508	52	384	侍郎	老夫只有生五茯d某囝仔, 自出生以後就有五茤f, 歸年憂鬱, 瞑日啼哭.	NULL	張深切再世姻緣
1509	52	384	義和	這真正可喜可賀.	NULL	張深切再世姻緣
1510	52	384	侍郎	今仔日忽然間恢復正常, 面也會笑啦.	NULL	張深切再世姻緣
1511	52	384	義和	那無請出名的醫生看覓咧?	NULL	張深切再世姻緣
1512	52	384	侍郎	這無關係, 你是我的學生, 也不是外人, 不免拘執禮貌.	NULL	張深切再世姻緣
1513	52	384	義和	這真正......	NULL	張深切再世姻緣
1514	52	384	侍郎	好好, 我看今仔日 [bb] 好是中秋節, 你那是好, 等咧請你和家人做夥來賞月, 你想按怎?	NULL	張深切再世姻緣
1515	52	384	侍郎	[aa] 呢 [bb] 好, 今仔日中秋節, 貴客臨門, 實在是喜上加喜.	NULL	張深切再世姻緣
1516	52	384	義和	那按呢, 晚生遵命就是.	NULL	張深切再世姻緣
1517	52	385	侍郎	小女今仔日忽然間會笑, 那親像是貴人要來的兆頭, 諒想要托你的福氣, 我先來乾云M表示敬意.	NULL	張深切再世姻緣
1518	52	385	侍郎	好! 好! 好! 算是妳的功勞, 來, 我也敬你云M!	NULL	張深切再世姻緣
1519	52	385	義和	晚生福氣淺薄, 無這款的造化, 這是恩師德行高超, 得著神明保佑.	NULL	張深切再世姻緣
1520	52	385	侍郎	這是小女明珠.	NULL	張深切再世姻緣
1521	52	385	義和	晚生李義和拜見老夫人.	NULL	張深切再世姻緣
1522	52	385	侍郎	義和......	NULL	張深切再世姻緣
1523	52	385	侍郎	這是我的太太.	NULL	張深切再世姻緣
1524	52	385	夫人	著啦, 是我逐日求拜觀音菩薩保庇.	NULL	張深切再世姻緣
1525	52	385	義和	啊......	NULL	張深切再世姻緣
1526	52	385	夫人	請免客氣.	NULL	張深切再世姻緣
1527	52	386	義和	晚生位千金恢復健康, 恭敬向恩師及夫人祝賀.	NULL	張深切再世姻緣
1528	52	386	侍郎	明珠, 妳今仔日托著貴人帶來的福氣, 應該敬云M酒感謝巡撫大人.	NULL	張深切再世姻緣
1529	52	386	侍郎	閣下請你飲酒!	NULL	張深切再世姻緣
1530	52	386	侍郎	啊! 請閣下原諒小女用中漞q酒, 因為是自出? 伊正手的指頭仔, 就伸 bue7 開, 想真多方法, 到今仔也無法度好伸開, 不幸帶五荅g頭.	NULL	張深切再世姻緣
1531	52	386	義和	受 bue7 起.	NULL	張深切再世姻緣
1532	52	387	侍郎	十八歲.	NULL	張深切再世姻緣
1533	52	387	義和	是幾月生個?	NULL	張深切再世姻緣
1534	52	387	侍郎	是十二月.	NULL	張深切再世姻緣
1535	52	387	侍郎	是呀! 就是你得中 [aa] 年.	NULL	張深切再世姻緣
1536	52	387	義和	是萬歷丙辰年出?	NULL	張深切再世姻緣
1537	52	387	侍郎	著啦, 明珠, 妳伸手出來乎李大人看覓咧, 或者靠李大人的福氣, 會好也無予w.	NULL	張深切再世姻緣
1538	52	387	夫人	不過細漢的時候, 有五茯菮R先生算過伊, 那見著五荈Q人, 自然都會好.	NULL	張深切再世姻緣
1539	52	387	義和	有乎醫生看也無?	NULL	張深切再世姻緣
1540	52	387	侍郎	看幾多次過, 攏總都無效.	NULL	張深切再世姻緣
1541	52	387	義和	喔! 請原諒我無禮, 請問千金今年有幾歲?	NULL	張深切再世姻緣
1542	52	388	義和	什麼時辰?	NULL	張深切再世姻緣
1543	52	388	侍郎	我到今仔日也無後嗣, 想講要成全恁的姻緣, 不知你的意思怎樣?	NULL	張深切再世姻緣
1544	52	388	侍郎	"這個大誌, 我 [bb] 者有聽你的用人講起真詳細, 按呢看來, 我查某子果然是你的前妻投胎還魂, 也是我查某子前扔讞w著的 ""再市羸t"","	NULL	張深切再世姻緣
1545	52	388	夫人	是酉時生個.	NULL	張深切再世姻緣
1546	52	388	侍郎	初四.	NULL	張深切再世姻緣
1547	52	388	義和	是倒中?	NULL	張深切再世姻緣
1548	52	388	義和	晚生 [bb] 者過於 [jj] 莽, 罪該萬死......不過其中實在有原因......	NULL	張深切再世姻緣
1549	52	389	侍郎	好, 我隨時叫恁準備. (撞?	NULL	張深切再世姻緣
1550	52	389	義和	感謝恩師......岳父大人在上, 受小婿井?	NULL	張深切再世姻緣
1551	52	389	侍郎	那無棄嫌稱彩, 我有意思想講要來趁這中秋佳節, 良宵美景, 今暗都來甲恁完婚團圓, 你想好麼?	NULL	張深切再世姻緣
1552	52	389	義和	一切憑岳父大人作主.	NULL	張深切再世姻緣
1553	NULL	NULL	NULL	「人濟話著濟，三色人講五色話。」	1999.08.09	台灣俗語全鬥句2
1554	NULL	NULL	NULL	即句俗語是咧表示：	NULL	台灣俗語全鬥句2
1555	NULL	NULL	NULL	一人一支喙(嘴)，逐支喙攏有話講，	NULL	台灣俗語全鬥句2
1556	NULL	NULL	NULL	所以人若濟意見著濟，	NULL	台灣俗語全鬥句2
1557	NULL	NULL	NULL	甚至三個人煞講出五種無共款的話，	NULL	台灣俗語全鬥句2
1558	NULL	NULL	NULL	參家己的意見有當時著也會改變。	NULL	台灣俗語全鬥句2
1559	NULL	NULL	NULL	一個團體無容易相處， 著是逐家攏堅持家己的意見，	NULL	台灣俗語全鬥句2
1560	NULL	NULL	NULL	無卜尊重、接納別人的看法，	NULL	台灣俗語全鬥句2
1561	NULL	NULL	NULL	致使無法度取得共識，力量當然著會分散。	NULL	台灣俗語全鬥句2
1562	NULL	NULL	NULL	佇民主社會人人有意見、有看法，	NULL	台灣俗語全鬥句2
1563	NULL	NULL	NULL	這是相當自然的代誌，	NULL	台灣俗語全鬥句2
1564	NULL	NULL	NULL	甚至憲法嘛保障「人人有言論的自由」，	NULL	台灣俗語全鬥句2
1565	NULL	NULL	NULL	但是言論的自由，有二個基本的前提，	NULL	台灣俗語全鬥句2
1566	NULL	NULL	NULL	第一是袂使(sai3)侵犯著別人的權益；	NULL	台灣俗語全鬥句2
1567	NULL	NULL	NULL	第二是對家己的言論愛負責任。	NULL	台灣俗語全鬥句2
1568	NULL	NULL	NULL	總是袂凍烏白講、濫糝說。	NULL	台灣俗語全鬥句2
1569	NULL	NULL	NULL	另外是一個團體，成員來自無仝的環境，	NULL	台灣俗語全鬥句2
1570	NULL	NULL	NULL	所以個性、學識、思想等有所差異，	NULL	台灣俗語全鬥句2
1571	NULL	NULL	NULL	無可能意見攏一致，為著團體的和諧佮共識，	NULL	台灣俗語全鬥句2
1572	NULL	NULL	NULL	現代人嘛愛有民主的素養，	NULL	台灣俗語全鬥句2
1573	NULL	NULL	NULL	維護別人言論的自由、尊重別人的意見，	NULL	台灣俗語全鬥句2
1574	NULL	NULL	NULL	遵守團體的共識，若無著變成無政府狀態。	NULL	台灣俗語全鬥句2
1575	NULL	NULL	NULL	汝看佇即擺凍省的過程中，	NULL	台灣俗語全鬥句2
1576	NULL	NULL	NULL	是毋(m7)是有人因為無卜遵守國發會的共識，	NULL	台灣俗語全鬥句2
1577	NULL	NULL	NULL	故意佇外口烏白放話，致使節外生枝，	NULL	台灣俗語全鬥句2
1578	NULL	NULL	NULL	浪費了足濟社會成本。	NULL	台灣俗語全鬥句2
1579	NULL	NULL	NULL	有人講「台灣人放尿，攪沙袂做堆」，	NULL	台灣俗語全鬥句2
1580	NULL	NULL	NULL	致使變成是「歸盤魚脯仔─全全頭」的現象，	NULL	台灣俗語全鬥句2
1581	NULL	NULL	NULL	這可能是目前台灣政治生態上好的說明。	NULL	台灣俗語全鬥句2
1582	NULL	NULL	NULL	參即句俗語相關的，	NULL	台灣俗語全鬥句2
1583	NULL	NULL	NULL	另外有：「濟牛踏無糞，濟囝無處睏。」、	NULL	台灣俗語全鬥句2
1584	NULL	NULL	NULL	「十喙，九尻川」、	NULL	台灣俗語全鬥句2
1585	NULL	NULL	NULL	「放尿攪沙，袂做堆。」、	NULL	台灣俗語全鬥句2
1586	NULL	NULL	NULL	「三人共五目，日後無長短跤話。」、	NULL	台灣俗語全鬥句2
1587	NULL	NULL	NULL	「好喙，袂蝕本。」、	NULL	台灣俗語全鬥句2
1588	NULL	NULL	NULL	「加喙，加舌」、	NULL	台灣俗語全鬥句2
1589	NULL	NULL	NULL	「錢會減，話會加。」、	NULL	台灣俗語全鬥句2
1590	NULL	NULL	NULL	「囡仔人，有耳無喙。」	1999.08.09	台灣俗語全鬥句2
1591	NULL	NULL	NULL	「人親情(戚)，錢性命。」	1999.08.08	台灣俗語全鬥句2
1592	NULL	NULL	NULL	即句俗語是咧表示：	NULL	台灣俗語全鬥句2
1593	NULL	NULL	NULL	雖然是親情關係，甚至是手足同胞的兄弟，	NULL	台灣俗語全鬥句2
1594	NULL	NULL	NULL	往往煞比袂過會當維持生活的「金錢」。	NULL	台灣俗語全鬥句2
1595	NULL	NULL	NULL	換一句話講，將錢看做比親人卡重要，	NULL	台灣俗語全鬥句2
1596	NULL	NULL	NULL	愛錢若愛命一般。	NULL	台灣俗語全鬥句2
1597	NULL	NULL	NULL	「昔時賢文」有一句話講得好：	NULL	台灣俗語全鬥句2
1598	NULL	NULL	NULL	「貧居鬧市無人問，富在深山有遠親。」	NULL	台灣俗語全鬥句2
1599	NULL	NULL	NULL	世間上的糾紛、弊案，十件差不多有九件，	NULL	台灣俗語全鬥句2
1600	NULL	NULL	NULL	攏是牽涉著錢的利益，所以有「親兄弟上法庭」、	NULL	台灣俗語全鬥句2
1601	NULL	NULL	NULL	「賣嬰仔」、「賣假酒」、「賣成績」、	NULL	台灣俗語全鬥句2
1602	NULL	NULL	NULL	「偷工減料」、「內線交易」、「色情交易」、	NULL	台灣俗語全鬥句2
1603	NULL	NULL	NULL	「賄選買票」、「司法黃牛」、「綁票恐嚇」等等，	NULL	台灣俗語全鬥句2
1604	NULL	NULL	NULL	攏是不擇手段卜得著錢財，	NULL	台灣俗語全鬥句2
1605	NULL	NULL	NULL	套用一句話「金錢、金錢，	NULL	台灣俗語全鬥句2
1606	NULL	NULL	NULL	偌(loa7)濟罪惡借用汝的名咧濫滲做。」	NULL	台灣俗語全鬥句2
1607	NULL	NULL	NULL	俗語講：「鳥為食亡，人為財死。」	NULL	台灣俗語全鬥句2
1608	NULL	NULL	NULL	真是一點仔著無錯。	NULL	台灣俗語全鬥句2
1609	NULL	NULL	NULL	因為人有錢了後，	NULL	台灣俗語全鬥句2
1610	NULL	NULL	NULL	就會當改善家庭的經濟生活、提高生活品質，	NULL	台灣俗語全鬥句2
1611	NULL	NULL	NULL	會當滿足一切的物質慾望，甚至建立社會地位等等，	NULL	台灣俗語全鬥句2
1612	NULL	NULL	NULL	所以「金錢雖然毋是萬能，但是無錢萬萬不能」，	NULL	台灣俗語全鬥句2
1613	NULL	NULL	NULL	指出金錢本身的現實性、佮需要性。	NULL	台灣俗語全鬥句2
1614	NULL	NULL	NULL	金錢佇生活中算是一種工具，	NULL	台灣俗語全鬥句2
1615	NULL	NULL	NULL	伊會成人，嘛會害人。	NULL	台灣俗語全鬥句2
1616	NULL	NULL	NULL	汝看有偌濟人，因為有錢了後，	NULL	台灣俗語全鬥句2
1617	NULL	NULL	NULL	生活開始腐化墮落，家庭開始起了風波。	NULL	台灣俗語全鬥句2
1618	NULL	NULL	NULL	佇遮，咱著會當了解	NULL	台灣俗語全鬥句2
1619	NULL	NULL	NULL	「趁錢」、「開錢」攏是一種的能力，	NULL	台灣俗語全鬥句2
1620	NULL	NULL	NULL	甚至是一種的智慧。	NULL	台灣俗語全鬥句2
1621	NULL	NULL	NULL	所以古早人講「君子愛財，取之有道」。	NULL	台灣俗語全鬥句2
1622	NULL	NULL	NULL	若無，著變成「僥倖錢，失德了」，	NULL	台灣俗語全鬥句2
1623	NULL	NULL	NULL	佇拜金主義的社會，如果咱會當了解即層的道理，	NULL	台灣俗語全鬥句2
1624	NULL	NULL	NULL	安爾生活比較會卡安然自在。	NULL	台灣俗語全鬥句2
1625	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句2
1626	NULL	NULL	NULL	「親生囝，毋值家己財；家己財，毋值荷包內。」、	NULL	台灣俗語全鬥句2
1627	NULL	NULL	NULL	「買賣算分，相請無論。」、	NULL	台灣俗語全鬥句2
1628	NULL	NULL	NULL	「兄弟是兄弟，坐船過江亦著錢。」、	NULL	台灣俗語全鬥句2
1629	NULL	NULL	NULL	「有錢，使鬼會挨磨。」、	NULL	台灣俗語全鬥句2
1630	NULL	NULL	NULL	「有錢有人扛，無錢臭尻川。」、	NULL	台灣俗語全鬥句2
1631	NULL	NULL	NULL	「有錢講話大聲，無錢講話無人聽。」	1999.08.08	台灣俗語全鬥句2
1632	NULL	NULL	NULL	「人情留一線，日後好相看。」	1999.08.07	台灣俗語全鬥句2
1633	NULL	NULL	NULL	即句俗語是咧提醒，做人毋通傷絕，	NULL	台灣俗語全鬥句2
1634	NULL	NULL	NULL	愛留一點後路予人行踏。	NULL	台灣俗語全鬥句2
1635	NULL	NULL	NULL	人佮人鬥陣之間，難免因為個性無仝、利益衝突、	NULL	台灣俗語全鬥句2
1636	NULL	NULL	NULL	溝通不良、受人搧動，多少會造成一寡磨擦，	NULL	台灣俗語全鬥句2
1637	NULL	NULL	NULL	有的人無法度控制家己的情緒，	NULL	台灣俗語全鬥句2
1638	NULL	NULL	NULL	佇「相罵恨無話」的情形下，無留予對方一點仔情面，	NULL	台灣俗語全鬥句2
1639	NULL	NULL	NULL	致使日後逐家煞攏歹面相看，若親像冤仇人，	NULL	台灣俗語全鬥句2
1640	NULL	NULL	NULL	即款的做法著親像北京語所講：	NULL	台灣俗語全鬥句2
1641	NULL	NULL	NULL	「損人不利己」的代誌，是一款無成熟的行為。	NULL	台灣俗語全鬥句2
1642	NULL	NULL	NULL	俗語講：「有人的所在，著(toh4)有問題」，	NULL	台灣俗語全鬥句2
1643	NULL	NULL	NULL	除了牽涉利益的問題以外，有足濟是參人性有關係，	NULL	台灣俗語全鬥句2
1644	NULL	NULL	NULL	當然有的是修養的問題，毋管是安怎？	NULL	台灣俗語全鬥句2
1645	NULL	NULL	NULL	既然無法度避免問題的發生，	NULL	台灣俗語全鬥句2
1646	NULL	NULL	NULL	至少袂使予問題惡化，到無解的地步。	NULL	台灣俗語全鬥句2
1647	NULL	NULL	NULL	也著是愛予對方有一條活路可行。	NULL	台灣俗語全鬥句2
1648	NULL	NULL	NULL	「孟子」即本冊捌講過：	NULL	台灣俗語全鬥句2
1649	NULL	NULL	NULL	「拍獵的時，網仔干礁(ka-na)會當圍三面，	NULL	台灣俗語全鬥句2
1650	NULL	NULL	NULL	愛留一面予精牲(動物)走避之用，	NULL	台灣俗語全鬥句2
1651	NULL	NULL	NULL	所謂「網開一面」，毋通趕盡殺絕。	NULL	台灣俗語全鬥句2
1652	NULL	NULL	NULL	共款的意思，對待別人嘛是愛安爾，	NULL	台灣俗語全鬥句2
1653	NULL	NULL	NULL	若無，欺人太甚，有時會「逼虎傷人」，	NULL	台灣俗語全鬥句2
1654	NULL	NULL	NULL	顛倒傷著家己。	NULL	台灣俗語全鬥句2
1655	NULL	NULL	NULL	有人講：「地球是圓的，相拄會著」，	NULL	台灣俗語全鬥句2
1656	NULL	NULL	NULL	所以予別人空間，著是予家己空間，	NULL	台灣俗語全鬥句2
1657	NULL	NULL	NULL	應該是即句俗語上好的註解。	NULL	台灣俗語全鬥句2
1658	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句2
1659	NULL	NULL	NULL	「仙人扑鼓有時錯，跤步踏差啥人無？」、	NULL	台灣俗語全鬥句2
1660	NULL	NULL	NULL	「捌人，卡好捌錢」、	NULL	台灣俗語全鬥句2
1661	NULL	NULL	NULL	「有量，才有福。」、	NULL	台灣俗語全鬥句2
1662	NULL	NULL	NULL	「人在人情在，人亡人情亡。」、	NULL	台灣俗語全鬥句2
1663	NULL	NULL	NULL	「輸人毋輸陣、輸陣歹看面。」、	NULL	台灣俗語全鬥句2
1664	NULL	NULL	NULL	「饒人不是痴漢，痴漢便不饒人。」、	NULL	台灣俗語全鬥句2
1665	NULL	NULL	NULL	「父死路遠，母死路斷。」	1999.08.07	台灣俗語全鬥句2
1666	NULL	NULL	NULL	「人情世事陪甲夠，無鼎佮無灶。」	1999.08.06	台灣俗語全鬥句2
1667	NULL	NULL	NULL	即句俗語是咧表示：	NULL	台灣俗語全鬥句2
1668	NULL	NULL	NULL	每一個人攏有伊的親情(ciann5)佮朋友，	NULL	台灣俗語全鬥句2
1669	NULL	NULL	NULL	佇嫁娶(chua7)、做生日、度晬(ce3)、弔喪等，	NULL	台灣俗語全鬥句2
1670	NULL	NULL	NULL	難免愛有慶賀慰問紅白包的往來，	NULL	台灣俗語全鬥句2
1671	NULL	NULL	NULL	但是若廣交、海派閣兼大包，	NULL	台灣俗語全鬥句2
1672	NULL	NULL	NULL	為著愛面子無卜撙節(cun2-cat4)，	NULL	台灣俗語全鬥句2
1673	NULL	NULL	NULL	對一個食頭路人，收入可能著無夠通用，	NULL	台灣俗語全鬥句2
1674	NULL	NULL	NULL	厝內煞來吊鼎，過著「無米煮蕃薯箍湯」的日子，	NULL	台灣俗語全鬥句2
1675	NULL	NULL	NULL	到迄時陣著淒慘落魄。	NULL	台灣俗語全鬥句2
1676	NULL	NULL	NULL	一個人佇社會咧行踏，袂使家己做人，	NULL	台灣俗語全鬥句2
1677	NULL	NULL	NULL	加減愛有人情世事的往來，	NULL	台灣俗語全鬥句2
1678	NULL	NULL	NULL	但是有一個原則先稱家己的斤兩，	NULL	台灣俗語全鬥句2
1679	NULL	NULL	NULL	袂使無錢閣假大範(pan7)，	NULL	台灣俗語全鬥句2
1680	NULL	NULL	NULL	支出超過收入，事後才四界借錢過日，	NULL	台灣俗語全鬥句2
1681	NULL	NULL	NULL	時間一下久，終其尾若無是愛走三點半，	NULL	台灣俗語全鬥句2
1682	NULL	NULL	NULL	著是激皮皮，無要無緊，甚至講白賊話，	NULL	台灣俗語全鬥句2
1683	NULL	NULL	NULL	莫怪古早人講「虱母若生濟著袂癢，	NULL	台灣俗語全鬥句2
1684	NULL	NULL	NULL	錢若欠人濟著袂想。」	NULL	台灣俗語全鬥句2
1685	NULL	NULL	NULL	另外一句是	NULL	台灣俗語全鬥句2
1686	NULL	NULL	NULL	「牛若瘦(san2)著無力，人若散著白賊。」	NULL	台灣俗語全鬥句2
1687	NULL	NULL	NULL	這是誠悲哀的代誌。	NULL	台灣俗語全鬥句2
1688	NULL	NULL	NULL	「愛面子」雖是人的本性，但是愛撙節家己的氣力，	NULL	台灣俗語全鬥句2
1689	NULL	NULL	NULL	毋通超出家己的經濟能力，	NULL	台灣俗語全鬥句2
1690	NULL	NULL	NULL	結局影響著厝內某囝的生活。	NULL	台灣俗語全鬥句2
1691	NULL	NULL	NULL	參即句俗語有相關的，另外有：	NULL	台灣俗語全鬥句2
1692	NULL	NULL	NULL	「未肥假喘，未有錢假好額人款。」、	NULL	台灣俗語全鬥句2
1693	NULL	NULL	NULL	「殺(tai5)豬公無相請，嫁查某囝貺(hing7)大餅。」、	NULL	台灣俗語全鬥句2
1694	NULL	NULL	NULL	「好事無相請，歹事才相揣(chue7)」、	NULL	台灣俗語全鬥句2
1695	NULL	NULL	NULL	「輸人毋輸陣，輸陣著歹看面。」、	NULL	台灣俗語全鬥句2
1696	NULL	NULL	NULL	「食人一斤，嘛著還人四兩。」、	NULL	台灣俗語全鬥句2
1697	NULL	NULL	NULL	「食飯配菜脯，儉錢飼(開)查某。」	1999.08.06	台灣俗語全鬥句2
1698	NULL	NULL	NULL	「人害人天毋肯，天害人佇眼前。」	1999.08.04	台灣俗語全鬥句2
1699	NULL	NULL	NULL	即句俗語是咧表達：	NULL	台灣俗語全鬥句2
1700	NULL	NULL	NULL	上天有「好生之德」，大自然養育、照顧萬物，	NULL	台灣俗語全鬥句2
1701	NULL	NULL	NULL	所以上天袂(be7)當容忍，	NULL	台灣俗語全鬥句2
1702	NULL	NULL	NULL	伊所照顧的子民受到任何人為、外來的傷害。	NULL	台灣俗語全鬥句2
1703	NULL	NULL	NULL	一旦造成人為的傷害，抑者大自然受著破壞，	NULL	台灣俗語全鬥句2
1704	NULL	NULL	NULL	上天若憤怒，卜處罰做惡的人是一下手爾爾(nia5)。	NULL	台灣俗語全鬥句2
1705	NULL	NULL	NULL	所以做人千萬袂使違背良心，做出傷天害理的代誌。	NULL	台灣俗語全鬥句2
1706	NULL	NULL	NULL	每一個社會雖然攏有伊的法律，	NULL	台灣俗語全鬥句2
1707	NULL	NULL	NULL	來規範、限制人的行為，	NULL	台灣俗語全鬥句2
1708	NULL	NULL	NULL	毋(m7)拘法律究竟是人訂出來的條文，	NULL	台灣俗語全鬥句2
1709	NULL	NULL	NULL	有伊時效的限制、執行的困難、人為的偏差，	NULL	台灣俗語全鬥句2
1710	NULL	NULL	NULL	有人諷刺法官是：「有錢判生，無錢判死。」	NULL	台灣俗語全鬥句2
1711	NULL	NULL	NULL	總講一句，	NULL	台灣俗語全鬥句2
