UID	role	content	issuePageLine	book
18443	NULL	古早有一個所在、有二個兄弟仔在得、	7-37-1	語苑二十
18444	NULL	因為{伊心}序大人早早就過身去、	7-37-2	語苑二十
18445	NULL	所以{伊心}二個兄弟仔、將老父所留的田園傾命去耕作、	7-37-3	語苑二十
18446	NULL	不而過罔度過日。	7-37-4	語苑二十
18447	NULL	有一日二個兄弟仔、照常去田裡做工課、	7-37-6	語苑二十
18448	NULL	適彼時有一個老人對彼過、	7-37-7	語苑二十
18449	NULL	正手夯一枝拐仔、連倒手亦夯一枝、	7-37-8	語苑二十
18450	NULL	行到倚在兄弟仔的身邊、即出聲講。	7-37-9	語苑二十
18451	NULL	您做工真骨力。	7-37-11	語苑二十
18452	NULL	兄弟仔就越頭看讀。	7-38-1	語苑二十
18453	NULL	豈敢豈敢。	7-38-2	語苑二十
18454	NULL	如此答謝伊、老人更講。	7-38-3	語苑二十
18455	NULL	真拗慢汝、一抔茶俾我食好否好。	7-38-4	語苑二十
18456	NULL	兄弟仔聽了此句、好意應。	7-38-5	語苑二十
18457	NULL	好、在彼田岸項置一個籃、內面有貯茶罐、	7-38-6	語苑二十
18458	NULL	請汝去隨便飲。	7-38-7	語苑二十
18459	NULL	老人食了就講。	7-38-8	語苑二十
18460	NULL	嚄、恰親像更活起來的欵、真正多謝就是。	7-38-9	語苑二十
18461	NULL	彼時兄弟仔看見老人、痠到真忝的樣相、	7-38-11	語苑二十
18462	NULL	即心內共伊想起真可憐講。	7-39-1	語苑二十
18463	NULL	我看、汝有不止倦的欵、	7-39-3	語苑二十
18464	NULL	不知要更去何一位仔呢。	7-39-4	語苑二十
18465	NULL	老人應伊講。	7-39-5	語苑二十
18466	NULL	我沒有要去何位仔、因為將我的此身軀賣人。	7-39-6	語苑二十
18467	NULL	想要做人的老大人咧	7-39-7	語苑二十
18468	NULL	不拘到今無半的來肯買。	7-39-8	語苑二十
18469	NULL	兄弟仔听了暗想、	7-39-9	語苑二十
18470	NULL	咱算是己經父母過身去、厝內續無老人在得、	7-39-10	語苑二十
18471	NULL	幸哉老人講如此、要招伊來做咱的老大人適好、	7-39-11	語苑二十
18472	NULL	如此蓋好閣、	7-40-1	語苑二十
18473	NULL	二個兄弟仔亦同想合意、即對老人講。	7-40-2	語苑二十
18474	NULL	汝所謙的話有影亦無、	7-40-3	語苑二十
18475	NULL	見真若有影如此阮要問汝一句、	7-40-4	語苑二十
18476	NULL	汝來阮兜住好否、因為阮父母早早都死去、	7-40-5	語苑二十
18477	NULL	以後真久厝內無老人真費氣、	7-40-6	語苑二十
18478	NULL	所以阮想要招汝、來準做阮老大、	7-40-7	語苑二十
18479	NULL	汝肯抑不肯。	7-40-8	語苑二十
18480	NULL	老歲仔應伊講。	7-40-9	語苑二十
18481	NULL	恁在講將我來、要準做恁老大人、	7-40-10	語苑二十
18482	NULL	是否、彼我亦甘愿、	7-40-11	語苑二十
18483	NULL	不拘我若一且做恁序大、總著聽我的嘴即能用得、	7-41-1	語苑二十
18484	NULL	如此亦是無要緊[口荷]、	7-41-2	語苑二十
18485	NULL	萬一若不听的時、我即要隨在我出去、	7-41-3	語苑二十
18486	NULL	恁要怎樣。	7-41-4	語苑二十
18487	NULL	兄弟仔應老人講。	7-41-5	語苑二十
18488	NULL	做汝放心一下、亦這不聽、	7-41-6	語苑二十
18489	NULL	做了咱的序大人來講、無論甚事都要照汝的嘴來行。	7-41-7	語苑二十
18490	NULL	兄弟仔應到如此、彼時老人亦出甘愿結講。	7-41-9	語苑二十
18491	NULL	若是如此講、因為我己經算是恁序大、	7-41-11	語苑二十
18492	NULL	我想要記認此號事情、	7-42-1	語苑二十
18493	NULL	所以將此二枝拐仔、要分恁二個兄弟仔、	7-42-2	語苑二十
18494	NULL	總是恁二個算是尚且較少年、	7-42-3	語苑二十
18495	NULL	不拘不可想做免夯此欵的物、	7-42-4	語苑二十
18496	NULL	來放棄得以後若有要去何位仔、	7-42-5	語苑二十
18497	NULL	一定著夯去即能使得、如此能記得[口荷]。	7-42-7	語苑二十
18498	NULL	老人講了如此、將二枝拐仔提分兄弟仔、	7-42-8	語苑二十
18499	NULL	以後{伊心}兄弟仔、若要創甚事擺去問老人的主意、	7-42-9	語苑二十
18500	NULL	如此來行、	7-42-10	語苑二十
18501	NULL	總是此個老人所講的、是比別人大大有異樣。	7-42-11	語苑二十
18502	NULL	所以三不五時、逆著兄弟的意見亦沒少、	7-43-1	語苑二十
18503	NULL	不拘在吞忍來照老人的意去做骨力。	7-43-2	語苑二十
18504	NULL	有一年六月天彼時、稻仔都尚未甚熟、	7-43-4	語苑二十
18505	NULL	忽然老人呌兄弟去刈稻仔收起來。	7-43-5	語苑二十
18506	NULL	彼時兄弟仔听了恐一下講。	7-43-6	語苑二十
18507	NULL	今尚六月嗎、敢不是太過頭早、	7-43-8	語苑二十
18508	NULL	因為粟仔都尚未熟、那使能使刈得。	7-43-9	語苑二十
18509	NULL	兄弟仔想講、限此條的確老人的想錯、	7-43-10	語苑二十
18510	NULL	不拘老人如此強要叫阮去、	7-43-11	語苑二十
18511	NULL	今要怎樣來打算較好、	7-44-1	語苑二十
18512	NULL	彼時老人更講。	7-44-2	語苑二十
18513	NULL	不而過著照我的話來行就好、	7-44-3	語苑二十
18514	NULL	恁大家若是仙都不聽、我亦有打算閣、	7-44-4	語苑二十
18515	NULL	無要緊咯、我要做我去徙別位。	7-44-5	語苑二十
18516	NULL	兄弟仔听了此句、讀姑不終無意無意出去、	7-44-6	語苑二十
18517	NULL	刈了未熟的粟仔清楚。	7-44-7	語苑二十
18518	NULL	過無久有一日、忽然起大風落大雨、	7-44-8	語苑二十
18519	NULL	變做做大水、過了二三日即息。	7-44-9	語苑二十
18520	NULL	看一下所有的田園、攏被水流去、	7-44-10	語苑二十
18521	NULL	有個埋無去、連稻仔亦攏害了了、	7-44-11	語苑二十
18522	NULL	因起如此生出大餓荒餓死的人大甫四界算沒了	7-45-1	語苑二十
18523	NULL	總是此個二個兄弟仔因為量早有收成好勢	7-45-2	語苑二十
18524	NULL	即能免得此個災禍得。	7-45-4	語苑二十
18525	NULL	以後尚有一日兄弟仔彼官衙召做工課、	7-45-5	語苑二十
18526	NULL	担重担行遠路的砂埔、	7-45-6	語苑二十
18527	NULL	彼時別人行到坦沒住、艱苦到要死去的人亦有、	7-45-7	語苑二十
18528	NULL	不拘單單{伊心}二個、	7-45-8	語苑二十
18529	NULL	若到路中艱苦、就將拐仔來按得宿睏、	7-45-9	語苑二十
18530	NULL	宿睏更起行、所以即能脫離此號災禍就是。	7-45-10	語苑二十
18531	NULL	有一日葛洪去陶興{伊心}兜、拜探伊	7-63-1	語苑二十
18532	NULL	陶興一時脚鬆手弄、備辨酒菜請伊。	7-63-2	語苑二十
18533	NULL	酒席中葛洪對陶興講、我承了祖公的基業、	7-63-3	語苑二十
18534	NULL	雖然開消了後、年年尚有可伸剩、	7-63-4	語苑二十
18535	NULL	不拘有錢總著活用、沒使積在做死錢、	7-63-5	語苑二十
18536	NULL	而且閑閑坐在食無經無營坐食山崩、亦是不好	7-63-6	語苑二十
18537	NULL	大丈夫不可一日無權、隨便做生理嗎是好。	7-63-7	語苑二十
18538	NULL	我想在咱本地、收些貨物另外帶二三千銀、	7-63-9	語苑二十
18539	NULL	來去西京走一趟、	7-63-10	語苑二十
18540	NULL	自彼更採買當消的貨、回來割人、	7-63-11	語苑二十
18541	NULL	亦可做生理亦可閱歷世事、順路chit迌、	7-64-1	語苑二十
18542	NULL	總是路途遙遠單身匹馬恐驚做沒到、	7-64-2	語苑二十
18543	NULL	我想賢弟人真活動、要勞煩汝相帮做伴來去、	7-64-3	語苑二十
18544	NULL	不知賢弟能使得出外抑沒、	7-64-4	語苑二十
18545	NULL	肯答應我抑不肯。	7-64-5	語苑二十
18546	NULL	陶興聽著這話、明明是天財自已來了、	7-64-6	語苑二十
18547	NULL	滿面笑容講仁兄有甚差使、	7-64-7	語苑二十
18548	NULL	雖是水火的中間亦不敢閃避、	7-64-8	語苑二十
18549	NULL	况更是要牽成我那敢不從命、貨物即管去辨、	7-64-9	語苑二十
18550	NULL	暗算何一日起身、我預備等候就是。	7-64-10	語苑二十
18551	NULL	葛洪講各項去攏備辨好勢了、	7-65-1	語苑二十
18552	NULL	我回來去家內諸事、畧仔交代咧、	7-65-2	語苑二十
18553	NULL	明仔日就可動身了。	7-65-3	語苑二十
18554	NULL	咱這去六七里路有一個盧家渡、	7-65-4	語苑二十
18555	NULL	過盧家渡去、尚有七日的旱路、	7-65-5	語苑二十
18556	NULL	即更搭船由水路直透去、更上陸行咧就到西京、	7-65-6	語苑二十
18557	NULL	明仔早起我在先、打發貨件出門順路對恁府上來、	7-65-7	語苑二十
18558	NULL	拜托汝先替我押送去、	7-65-8	語苑二十
18559	NULL	到盧家渡等候我、	7-65-9	語苑二十
18560	NULL	我尚有一點仔世事、若創清楚我隨後就到、	7-65-10	語苑二十
18561	NULL	陶興好好呌滿口答應。	7-65-11	語苑二十
18562	NULL	二人約定著、葛洪入城順路去棧房、	7-66-1	語苑二十
18563	NULL	拜托倩人工發貨起程即回來厝裡。	7-66-2	語苑二十
18564	NULL	彼暗即對{伊心}妻孫氏講起要參陶興、去西京做生理、	7-66-3	語苑二十
18565	NULL	孫氏講子尚細漢、	7-66-4	語苑二十
18566	NULL	前去後空家內要交甚麼人料理、	7-66-5	語苑二十
18567	NULL	我一個少年婦人、雖然家內亦有倩的、亦有飼的、有人可做伴	7-66-6	語苑二十
18568	NULL	不拘居家人三事五事、彼時要靠甚麼人咧。	7-66-7	語苑二十
18569	NULL	葛洪講咱這朴素的人家、亦無甚麼大事、	7-66-9	語苑二十
18570	NULL	我已經參人約定規了、貨亦交代起身了。	7-66-10	語苑二十
18571	NULL	鍛治屋工場	8-11	語苑二十
18572	NULL	此個工場是第一工場、是教打鐵工的所在。	2008-11-1	語苑二十
18573	NULL	汝入監以來不止久被人監自已一個在過日、	2008-11-3	語苑二十
18574	NULL	不拘真好品行所以此回允准你出來做工課、	2008-11-4	語苑二十
18575	NULL	總是與住在分房同欵要著認真做工課即能用得。	2008-11-5	語苑二十
18576	NULL	此個工場是有置種種的機器在得、	2008-11-7	語苑二十
18577	NULL	材料亦攏是鐵抑是鋼彼欵重又更是真堅的物件了了、	2008-11-8	語苑二十
18578	NULL	所以要著十分的斟酌不可礚著傷即好。	2008-11-9	語苑二十
18579	NULL	聽見講汝有經驗打鐵的手藝有影無。	2008-12-1	語苑二十
18580	NULL	是嘮、我做鐵道部的職工做四年久、總是淡薄仔能曉得。	2008-12-2	語苑二十
18581	NULL	曾做過的人工課快步進的欵、驚了能歹品行、	2008-12-4	語苑二十
18582	NULL	所以汝亦著不可變做彼欵、	2008-12-5	語苑二十
18583	NULL	專心注意著聽官人的指示、	2008-12-6	語苑二十
18584	NULL	工課著認真骨力落去做即能用得。	2008-12-7	語苑二十
18585	NULL	好、我能曉得、	2008-12-8	語苑二十
18586	NULL	我想要欲受十分的精神修養、所以望你大人較栽培就是。	2008-12-9	語苑二十
18587	NULL	汝將此塊銅板、照此張圖的欵著做茶鈷。	2008-12-11	語苑二十
18588	NULL	好嘮、此張圖面裡、茶鈷邊有入（刻）櫻花的模樣（花樣）在得、	8-13-2	語苑二十
18589	NULL	手携（耳）亦著要入細蕋抑不是。	8-13-3	語苑二十
18590	NULL	照設計圖落去做就好、	8-13-5	語苑二十
18591	NULL	總是作業係的官人（管工課的官人）若來即問看覔。	8-13-6	語苑二十
18592	NULL	二百五十七號、汝著鎔鐵場的火打消、	8-13-8	語苑二十
18593	NULL	彼的身邊用掃手掃俾清氣即潑水、	8-13-9	語苑二十
18594	NULL	置在火炭場邊的水樋的水更浥俾漲。	8-13-10	語苑二十
18595	NULL	用水樋的水、更較有甚麼要緊的事情亦沒使得用對別項去、	8-14-1	語苑二十
18596	NULL	是要持防火災的水此層事情的確著不可沒記得。	8-14-2	語苑二十
18597	NULL	三十九號且來呢、汝此候在用的鉛樋是何位的鉛樋、	8-14-5	語苑二十
18598	NULL	彼號鉛樋不可亂用、	8-14-6	語苑二十
18599	NULL	寫在鉛樋邊的字汝敢無看、著讀看呢。	8-14-7	語苑二十
18600	NULL	有、有寫在火著留心。	8-14-9	語苑二十
18601	NULL	不時置在水樋蓋頂的亞鉛樋沒使提去別項用得、	8-14-10	語苑二十
18602	NULL	設使汝濫滲用彼脚亞	8-14-11	語苑二十
18603	NULL	買錶（一）（懷中時計購求）	8-19	語苑二十
18604	NULL	家長時錶給我看覔咧。	8-19-1	語苑二十
18605	NULL	汝是愛要甚麼款的時錶。	8-19-2	語苑二十
18606	NULL	我一個朋友、央我買一個金壳的時錶。	8-19-3	語苑二十
18607	NULL	金壳的時錶阮有真多款、不知汝要看甚麼款的。	8-19-5	語苑二十
18608	NULL	汝所有的幾款、攏總提來給我看覔咧。	8-19-7	語苑二十
18609	NULL	汝看覔、此是細辨的、彼是大辨的。	8-20-2	語苑二十
18610	NULL	此個細辨的、工夫做了若有較好的款。	8-20-3	語苑二十
18611	NULL	彼無爭差、大細攏是共款的手路。	8-20-5	語苑二十
18612	NULL	此個壳是正金的是否。	8-20-6	語苑二十
18613	NULL	是正金的、此款的時錶無甚麼[金歷]金的。	8-20-7	語苑二十
18614	NULL	在我看此個壳、有淡薄無足成射款。	8-20-9	語苑二十
18615	NULL	彼攏是汝心肝底在僥疑、	8-20-10	語苑二十
18616	NULL	我此滿提[金歷]金的來給汝看、	8-20-11	語苑二十
18617	NULL	汝看了就隨時知影是直貨假貨、	8-21-1	語苑二十
18618	NULL	汝看覔此[金歷]金的、何有正金的彼妍色。	8-21-2	語苑二十
18619	NULL	攑較著	8-21	語苑二十
18620	NULL	要出門、不著攑雨傘去。	8-21-3	語苑二十
18621	NULL	此好天、使攑雨傘。	8-21-4	語苑二十
18622	NULL	攑去較穩咯。	8-21-5	語苑二十
18623	NULL	此號夫攑雨傘、要創甚。	8-21-6	語苑二十
18624	NULL	罔攑做拐仔、若日較大可遮日、	8-21-7	語苑二十
18625	NULL	若落雨可遮雨。	8-21-8	語苑二十
18626	NULL	無雨嘮、不免、倒纏手。	8-21-9	語苑二十
18627	NULL	倘採仔遇著西北雨呢…。	8-22-1	語苑二十
18628	NULL	我不是用紙糊的、不驚西北雨。	8-22-2	語苑二十
18629	NULL	彼著、雨沒咬人、不抅衫被打[氵昝]去。	8-22-3	語苑二十
18630	NULL	雨落較大、去走儘採位閃雨閣。	8-22-4	語苑二十
18631	NULL	看四邊無厝可閃雨、要怎樣呢。	8-22-5	語苑二十
18632	NULL	尋較茂的樹仔脚抑何位仔去宿雨。	8-22-6	語苑二十
18633	NULL	若無彼適好的大樣樹、要甚步。	8-22-7	語苑二十
18634	NULL	若到如此、姑不而終要用走未是。	8-22-8	語苑二十
18635	NULL	敢用走就沒沃雨。	8-22-9	語苑二十
18636	NULL	[氵昝]能[氵昝]、亦有限。	8-22-10	語苑二十
18637	NULL	不抅走了能流汗抑沒。	8-22-11	語苑二十
18638	NULL	汗多少自然能流。	8-23-1	語苑二十
18639	NULL	看如此、雨及汗內外兩攻、一身軀[氵昝]濃濃咧。	8-23-2	語苑二十
18640	NULL	無欲俾[氵昝]亦著[氵昝]彼無法伊奈何。	8-23-4	語苑二十
18641	NULL	我看不是無伊法得、無小心所致的。	8-23-5	語苑二十
18642	NULL	講要小心、按怎做。	8-23-6	語苑二十
18643	NULL	即向汝講、著攑一支布雨傘去。	8-23-7	語苑二十
18644	NULL	僻地勤務の一日（其六）	8-23	語苑二十
18645	NULL	唉怣嬰啊、今真慘乎。	8-23-8	語苑二十
18646	NULL	到底是有甚麼因端即如此。	8-23-9	語苑二十
18647	NULL	因為內面亦真貧囝仔亦真大陣、	8-24-1	語苑二十
18648	NULL	又更病了真久打算煩腦此的事情即死的。	8-24-2	語苑二十
18649	NULL	請何一個先生在看。	8-24-4	語苑二十
18650	NULL	連三餐飯都食沒飽、到彼好空。	8-24-5	語苑二十
18651	NULL	在彼在哭的囝仔皆汝的乎。	8-24-6	語苑二十
18652	NULL	是是、如此即害喇。	8-24-7	語苑二十
18653	NULL	未死有與汝講按怎樣仔無。	8-24-8	語苑二十
18654	NULL	無講按怎樣、干乾在念醫沒好。	8-24-9	語苑二十
18655	NULL	預先何人尋著伊想短幸去。	8-24-10	語苑二十
18656	NULL	我尋著喇。	8-24-11	語苑二十
18657	NULL	我早起天在要打頗起來看就伊無在睏、	8-25-1	語苑二十
18658	NULL	所以尋厝前尋厝後都尋無。	8-25-2	語苑二十
18659	NULL	尋到半小午即尋著在此死。	8-25-3	語苑二十
18660	NULL	吊頷的彼條巾仔是何人的。	8-25-4	語苑二十
18661	NULL	彼是阮的、伊在用負囝仔的喇。	8-25-5	語苑二十
18662	NULL	我驗看身屍都皆無甚麼異樣。	8-25-6	語苑二十
18663	NULL	總是頷頸後一點烏青烏青、這是怎樣。	8-25-7	語苑二十
18664	NULL	彼是頂日仔挽筋的時與梭的喇。	8-25-9	語苑二十
18665	NULL	尚另外有甚麼參考的事情無。	8-25-10	語苑二十
18666	NULL	尚無喇。	8-25-11	語苑二十
18667	NULL	唉甲長、怣嬰是恁甲內的人乎。	8-26-1	語苑二十
18668	NULL	是都著。	8-26-2	語苑二十
18669	NULL	伊此呢艱苦、汝知抑不知。	8-26-3	語苑二十
18670	NULL	知、不拘無法度無。	8-26-4	語苑二十
18671	NULL	做無法度來講、亦應該著俾保正知豈不是如此。	8-26-5	語苑二十
18672	NULL	各月日去保甲會議、都是協議此欵的事情汝知否。	8-26-7	語苑二十
18673	NULL	若有與{伊心}參詳、有個一半個仔與伊同情亦拘敢。	8-26-9	語苑二十
18674	NULL	設使仔若是保內的人、皆無同情可救伊來講、	8-26-11	語苑二十
18675	NULL	總是衙門有法度可與伊醫治、	8-27-1	語苑二十
18676	NULL	彼條免錢汝知否。	8-27-2	語苑二十
18677	NULL	我想無到彼去、後來我即較斟酌。	8-27-3	語苑二十
18678	NULL	望汝如此斟酌咧。	8-27-4	語苑二十
18679	NULL	怣嬰啊今如此好、身屍著收收。	8-27-5	語苑二十
18680	NULL	練仙	8-31	語苑二十
18681	NULL	唉蟯的、今仔日、咱來去散步行街路	8-31-4	語苑二十
18682	NULL	四界去練仙打嘴皷好否。	8-31-5	語苑二十
18683	NULL	好那能不好、此久定定落雨隱居在厝內、	8-31-6	語苑二十
18684	NULL	心肝真無清彩、	8-31-7	語苑二十
18685	NULL	所以我亦在想今仔日適好天要來去何位仔chit迌迌咧、	8-31-8	語苑二十
18686	NULL	真適好俾汝招著、我歡喜真賛成、	8-31-9	語苑二十
18687	NULL	今來去閣。	8-32-1	語苑二十
18688	NULL	嗄、汝亦實在真蕃薯屎緊性喇[口荷]免彼緊嘮、	8-32-2	語苑二十
18689	NULL	要來去亦著返去換衫即能使得、	8-32-3	語苑二十
18690	NULL	汝且等咧我返去換衫隨時更來。	8-32-4	語苑二十
18691	NULL	汝的人實在真愛激□□、	8-32-6	語苑二十
18692	NULL	去街仔而己豈著（那使）換衫咧。	8-32-7	語苑二十
18693	NULL	像汝如此巳經有家後的人儘採無要緊都著咧、	8-32-8	語苑二十
18694	NULL	不拘我都尚未有家後我是紅花男、	8-32-9	語苑二十
18695	NULL	應該小許愛顧身穿即能使得、	8-32-10	語苑二十
18696	NULL	汝亦著淡薄仔與我想即好。	8-32-11	語苑二十
18697	NULL	啊、有影都著、得罪得罪、	8-33-1	語苑二十
18698	NULL	緊返去打扮、不可傷緩[口荷]。	8-33-2	語苑二十
18699	NULL	好我翻身更來。	8-33-3	語苑二十
18700	NULL	今來去[口荷]。	8-33-4	語苑二十
18701	NULL	嚄、真□真□、裝如此正是激派頭仙、	8-33-5	語苑二十
18702	NULL	一身軀香□□、婦女若看著遂迷去嘮。	8-33-6	語苑二十
18703	NULL	勿如此鬧擺（□撩）[口荷]、今來去[口荷]。	8-33-8	語苑二十
18704	NULL	今仔日我那準汝的跟斑喇[口荷]。	8-33-9	語苑二十
18705	NULL	不可定如此□我。	8-33-10	語苑二十
18706	NULL	嚄汝看呢對面彼有一個非常的尤物在□來□去[口荷]。	8-33-11	語苑二十
18707	NULL	嗄喲、汝看著彼幼嫩的嫖緻、遂戀想是否。	8-34-2	語苑二十
18708	NULL	汝的脚步亦參彼個嫖緻共欵在□來□去、	8-34-4	語苑二十
18709	NULL	實在呆到真無話可講喇。	8-34-5	語苑二十
18710	NULL	七仔勿笑八仔喇。	8-34-6	語苑二十
18711	NULL	汝的人元本是猶愿真愛彼孔麼。	8-34-7	語苑二十
18712	NULL	汝的心內亦敢是想來想去、想到要痰亂去即著。	8-34-8	語苑二十
18713	NULL	螻蟻在會	8-34	語苑二十
18714	NULL	六月天熱到走無空。	8-35-1	語苑二十
18715	NULL	像米國熱死許多人。	8-35-2	語苑二十
18716	NULL	就是這呢熱二三隻螻蟻出來在討食。	8-35-3	語苑二十
18717	NULL	糖碗厨內被尋著。	8-35-5	語苑二十
18718	NULL	伊連鞭走去報螻蟻巢。	8-35-6	語苑二十
18719	NULL	螻蟻王喝示全陣做一下走出來。	8-35-7	語苑二十
18720	NULL	王講此帮不識遇著此號空。	8-35-8	語苑二十
18721	NULL	大家出力搬出力搬。	8-35-9	語苑二十
18722	NULL	親像此好天不知何時西北雨潺一下來亦拘敢。	8-35-10	語苑二十
18723	NULL	有講好天著存雨來糧。	8-36-1	語苑二十
18724	NULL	唉唉、甚人仔列不可行散去。	8-36-2	語苑二十
18725	NULL	大家啊、遇著十字路與轉彎的所在不可行不著。	8-36-3	語苑二十
18726	NULL	這呢無閑的時半路勿在相借問。	8-36-5	語苑二十
18727	NULL	好好大王今仔日著搬幾畷即有可宿睏。	8-36-6	語苑二十
18728	NULL	嚄、搬在五畷即換班給汝宿睏。	8-36-8	語苑二十
18729	NULL	所以在半路不可試嘗甜。	8-36-9	語苑二十
18730	NULL	不敢如此亂使來嘮。	8-36-10	語苑二十
18731	NULL	彼沒親像人許飢牢。	8-36-11	語苑二十
18732	NULL	不拘糖是甜□□所以想著甜續憧怣能親像人許飢鬼亦無定著。	8-37-1	語苑二十
18733	NULL	更較按怎亦不可學親像人許[食貪]。	8-37-3	語苑二十
18734	NULL	此世若無做好後世就能出世親像人許衰歹。	8-37-4	語苑二十
18735	NULL	得確不敢做彼臭作。	8-37-6	語苑二十
18736	NULL	大王實在今仔日熱到沒講得。	8-37-7	語苑二十
18737	NULL	汗流到一身碌□□。	8-37-8	語苑二十
18738	NULL	今真忝頭給恁去□凉。	8-37-9	語苑二十
18739	NULL	熱天若有[口春]赤寒天即不免縖腹肚。	8-37-10	語苑二十
18740	NULL	咱住在空內快活食。	8-38-1	語苑二十
18741	NULL	人適在沒得可過年。	8-38-2	語苑二十
18742	NULL	恁看覔咧、此間厝的主人。	8-38-3	語苑二十
18743	NULL	恰若□暢四脚展開在睏晝。	8-38-4	語苑二十
18744	NULL	此個得確不是有家伙可開的人亦在睏晝。	8-38-5	語苑二十
18745	NULL	實在著連瞑續做即有可食的人。	8-38-7	語苑二十
18746	NULL	像彼班的人若死續無一付小三牲可好起車頭。	8-38-8	語苑二十
18747	NULL	若要死住何位仔續都被人捨施。	8-38-10	語苑二十
18748	NULL	彼都敢要要啊。	8-38-11	語苑二十
18749	NULL	若是熱著要夯雨傘亦要戴帽仔隨在伊。	8-39-1	語苑二十
18750	NULL	親像即好天愛著打拼即著。	8-39-3	語苑二十
18751	NULL	攏無愛震動連日時亦在睏到鼾鼾呌。	8-39-4	語苑二十
18752	NULL	一目瞬仔秋都到亦著拴一領可拼皮。	8-39-6	語苑二十
18753	NULL	冬一下到又著拴一領破窮衣。	8-39-8	語苑二十
18754	NULL	全年無打算到年尾被人迫切即在割喉無血。	8-39-9	語苑二十
18755	NULL	人大概攏是彼號[尸粦]頭物。	8-39-11	語苑二十
18756	NULL	怠惰的學生	8-40	語苑二十
18757	NULL	某所在中學校有一個學生姓林名盛	8-40-1	語苑二十
18758	NULL	平素放縱無愛勉強。	8-40-2	語苑二十
18759	NULL	有一瞑與{伊心}的同伴住學寮內賭牌仔。	8-40-3	語苑二十
18760	NULL	到番三點外鐘即入去睏。	8-40-4	語苑二十
18761	NULL	先生所教的課程無溫習半項。	8-40-5	語苑二十
18762	NULL	所以隔日讀冊的時間	8-40-6	語苑二十
18763	NULL	伊歷史應沒得出使伊算術算沒得來。	8-40-7	語苑二十
18764	NULL	呌寫英文寫沒落去。	8-40-8	語苑二十
18765	NULL	使伊越念國語亦是越念沒得出。	8-40-9	語苑二十
18766	NULL	伊彼時自已想。	8-41-1	語苑二十
18767	NULL	我竪得亦沒比別人較細漢身穿亦沒比別人較醜。	8-41-2	語苑二十
18768	NULL	論起文字攏是應沒得出。	8-41-3	語苑二十
18769	NULL	雖然先生無責備我自已豈攏不知可見耻。	8-41-4	語苑二十
18770	NULL	所以彼日冊讀了的時。	8-41-6	語苑二十
18771	NULL	走入去到房內就將冊出力對卓頂拼落去。	8-41-7	語苑二十
18772	NULL	吐一個大氣講。	8-41-8	語苑二十
18773	NULL	「我林盛雖然無才調。連透續比王文一比沒上麼。	8-41-9	語苑二十
18774	NULL	歷史伊應能出。算術亦算能來。	8-41-10	語苑二十
18775	NULL	英文伊寫能著。國語亦越念飴得出。	8-41-11	語苑二十
18776	NULL	[害欠]仔對今了後我著奮志用心。	8-42-1	語苑二十
18777	NULL	將來無論甚麼課程我著愛頭先豫備好好	8-42-2	語苑二十
18778	NULL	做到不可輸人較沒被人恥笑	8-42-3	語苑二十
18779	NULL	亦可計較此個落氣倒返來俾人看看咧。」	8-42-4	語苑二十
18780	NULL	將來林盛若不是今瞑在李主美的房內在摸牌仔	8-42-6	語苑二十
18781	NULL	就是彼瞑在楊菊人的房間在行棋	8-42-7	語苑二十
18782	NULL	課程猶原無備辨半項。	8-42-8	語苑二十
18783	NULL	林盛設使不是此瞑在王浴仁房內在講笑談	8-42-10	語苑二十
18784	NULL	就是彼瞑在自已的房間在看小說	8-42-11	語苑二十
18785	NULL	課程亦是一項都無去豫備。	8-43-1	語苑二十
18786	NULL	林盛現在是此欵將來亦是此欵	8-43-3	語苑二十
18787	NULL	更較將來亦是此欵。	8-43-4	語苑二十
18788	NULL	有一早起林盛尚住在眠床在做夢	8-43-5	語苑二十
18789	NULL	忽然間聽見房門打到○○呌	8-43-6	語苑二十
18790	NULL	有一張電報對門隙串入來。	8-43-7	語苑二十
18791	NULL	伊就目睭捼捼在將彼張電報拆來看。	8-43-8	語苑二十
18792	NULL	元來是報{伊心}老父死去的歹消息。	8-43-9	語苑二十
18793	NULL	伊就沒禁得「唉喲」一聲就大哭起來。	8-43-11	語苑二十
18794	NULL	彼時就去對校長稟告暇。	8-44-1	語苑二十
18795	NULL	今校長看見彼張電報自然著准伊回去到{伊心}厝裡。	8-44-2	語苑二十
18796	NULL	沒免得著設法埋葬{伊心}老父的事、	8-44-3	語苑二十
18797	NULL	到事情明白了後有一日{伊心}老母呌伊入去房裡	8-44-4	語苑二十
18798	NULL	與伊講盛仔前恁老父在世的時、	8-44-5	語苑二十
18799	NULL	雖然趁無若多錢	8-44-6	語苑二十
18800	NULL	阮二人縮縮儉儉	8-44-7	語苑二十
18801	NULL	家內的開用與汝學校的所費尚且勉強挨來揀去、	8-44-8	語苑二十
18802	NULL	現在是沒能嘮。	8-44-9	語苑二十
18803	NULL	恁姉夫在北京的郵便局在食頭路	8-44-10	語苑二十
18804	NULL	你去尋伊。	8-44-11	語苑二十
18805	NULL	狗ノ屆	8-63	語苑二十
18806	NULL	大人啊我報汝知。	8-63-7	語苑二十
18807	NULL	敢有生出甚麼奇怪事是不。	8-63-8	語苑二十
18808	NULL	不是正經甚麼大事阮隔壁飼一隻西洋狗。	8-64-1	語苑二十
